IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes
3187578,The Mysteries of Laura,42.0,"Comedy, Crime, Mystery            ",6.8,8781,    A New York City homicide Detective cracks case after case while raising wild twin boys and locking horns with her less than helpful Police Detective ex-husband.,"Debra Messing, Laz Alonso, Josh Lucas, Janina Gavankar",2014,2016,39
3155320,Extant,42.0,"Drama, Sci-Fi, Thriller            ",6.6,23279,    An astronaut struggles to learn how she became pregnant while on a thirteen-month-long solo space mission.,"Halle Berry, Pierce Gagnon, Grace Gummer, Tyler Hilton",2014,2015,26
1922746,The Hillywood Show,,"Short, Comedy, Music            ",8.6,350,"    The Hillywood Show® is the brainchild of internet celebrities, comedy sister duo Hilly & Hannah Hindi. Each parody features song & dance parodies of blockbuster films such as The Lord Of ...                See full summary »
","Hillary Hindi, Hannah Hindi, Drew Lorentz, Osric Chau",2006, ,26
6234134,Kings of Con,15.0,Comedy            ,8.2,369,    A glimpse into the behind the scenes shenanigans that happen at fan conventions when the actors are the craziest ones there.,"Rob Benedict, Richard Speight Jr., Carly Nykanen, Kim Rhodes",2006,2017,10
4861760,Project Mc²,26.0,Family            ,6.0,729,"    McKeyla, Adrienne, Bryden, and Camryn are four super smart and science-skilled girls recruited to join the spy organization, NOV8.","Mika Abdalla, Ysa Penarejo, Victoria Vida, Genneya Walton",2015, ,26
4816364,BattleBots,,"Action, Game-Show, Reality-TV            ",8.1,1022,"    BattleBots is a robot combat competition that takes place in an elimination style tournament. Designers build, operate and battle their destructive robots until a champion is crowned.","Chris Rose, Kenny Florian, Faruq Tauheed, Derek Young",2015, ,68
4946972,Training Day,42.0,"Action, Crime, Drama            ",6.0,3152,    TV follow-up to the 2001 film 'Training Day' about a rookie cop partnered with a corrupt officer.,"Bill Paxton, Justin Cornwell, Katrina Law, Drew Van Acker",2017,,13
5257744,American Gothic,40.0,"Crime, Drama, Mystery            ",6.7,4239,    The members of a prominent Boston family suspect that one of their own is working with an infamous serial killer.,"Juliet Rylance, Antony Starr, Justin Chatwin, Megan Ketch",2016,,14
1863526,Bar Rescue,41.0,Reality-TV            ,7.6,2633,"    Jon Taffer, a bar/nightclub consultant, and his team of experts offer their expertise, helping real bar owners ""rescue"" their failing establishments by overcoming challenges and possibly saving them from closing.","Jon Taffer, P.J. King, Mia Mastroianni, Russell Davis",2011, ,211
0823333,Blade: The Series,60.0,"Action, Drama, Fantasy            ",6.3,5070,    The adventures of the half human/vampire hunter.,"Sticky Fingaz, Jill Wagner, Nelson Lee, Jessica Gower",2006,,12
4791250,Naked and Afraid XL,42.0,"Adventure, Reality-TV            ",7.4,1049,    A group of amateur survivalists are put to the ultimate test in the wild for 40 days with nothing but a few primitive tools. No food. No clothing. No water. They must hunt and gather whatever they need until extraction day.,"Michael Brown, Shane J. Lewis, Lacey Jones, Jeff Zausch",2015, ,67
4561950,Other Space,30.0,"Adventure, Comedy, Sci-Fi            ",7.1,2245,"    A young and inexperienced crew venture into space to face mysterious clouds, folds in time and the occasional alien attack, as well as more household challenges.","Trace Beaulieu, Neil Casey, Eugene Cordero, Joel Hodgson",2015,,8
4458594,Blaze and the Monster Machines,22.0,"Animation, Action, Comedy            ",5.7,587,"    A monster truck and his human driver go on adventures together while learning about science, technology, engineering and math.","Nolan North, Nat Faxon, Kevin Michael Richardson, Dee Bradley Baker",2014, ,101
5200330,Dino Dana,22.0,"Short, Adventure, Comedy            ",7.0,372,"    Dana is a 9-year old girl who loves dinosaurs. Her life changes forever when she's given a Dino Field Guide, which not only teaches her new things about dinosaurs, but gives her the power to imagine dinosaurs into real life.","Michela Luci, Saara Chaudry, Amish Patel, Nicola Correia-Damude",2017, ,63
1105711,1000 Ways to Die,23.0,Documentary            ,6.9,3376,    Several different deaths based on true stories.,"Alisdair Simpson, Ron Perlman, Khyber Zaffarkhan, Boyd Flinders",2008,2012,133
0252019,Strong Medicine,60.0,Drama            ,6.7,1040,"    Tough female doctors treat an exclusively female clientele at the Rittenhouse Women's clinic, tackling female-centric issues and trying to make the world a better place in a male-dominated society.","Rosa Blasi, Jenifer Lewis, Josh Coxx, Philip Casnoff",2000,2006,132
2188931,Those Who Kill,60.0,"Action, Crime, Drama            ",7.2,3427,"    Follows Catherine Jensen, a recently promoted homicide detective who enlists the help of Thomas Schaeffer, a forensic psychologist, to track down serial killers and relentlessly seeks the ...                See full summary »
","Chloë Sevigny, James D'Arcy, James Morrison, Bruce Davison",2014,,10
1807859,Wild Kratts,26.0,"Animation, Adventure, Comedy            ",7.7,1109,"    The Kratt Brothers and their team use their ""Creature Power"" suits to learn about and help various species of animals around the world.","Chris Kratt, Martin Kratt, Jonathan Malen, Athena Karkanis",2010, ,144
5875646,Freakish,22.0,"Horror, Sci-Fi            ",6.4,2496,    A group of high schoolers struggles against predatory mutants who have taken over their town after a chemical plant meltdown.,"Leo Howard, Liza Koshy, Adam Hicks, Meghan Rienks",2016,2018,20
6088922,Life Sentence,44.0,"Comedy, Drama            ",6.6,3416,"    When Stella finds out her terminal cancer is cured, she must learn to live with all the choices she made when deciding to live like she was dying.","Lucy Hale, Elliot Knight, Jayson Blair, Brooke Lyons",2018,,13
4447390,Doubt,42.0,Drama            ,5.6,1867,    A successful defense lawyer at a boutique firm becomes romantically involved with a client who may or may not be guilty of a brutal crime.,"Katherine Heigl, Dulé Hill, Laverne Cox, Dreama Walker",2017,,13
2968404,Black Box,42.0,Drama            ,6.7,3596,"    Catherine Black, a famed neuroscientist with a job at the Center for Neurological Research and Treatment, struggles with mental illness. However, this is just one of the many secrets she hides from her fiancé and her family.","Kelly Reilly, Ditch Davey, David Ajala, Ali Wong",2014,,13
4953128,Animals.,30.0,"Animation, Comedy            ",7.3,3414,"    Whether it's lovelorn rats, gender-questioning pigeons or aging bedbugs in the midst of a midlife crisis, the awkward small talk, moral ambiguity and existential woes of non-human urbanites prove startlingly similar to our own.","Phil Matarese, Mike Luciano, Neil Casey, Katie Aselton",2016,2018,30
8098956,Noughts + Crosses,60.0,"Drama, Romance, Sci-Fi            ",6.1,2116,"    Set in a dangerous, alternate world where racism divides society, Noughts + Crosses follows two young people Sephy and Callum, who are divided by their colour but united by love.","Masali Baduza, Jack Rowan, Jonathan Ajayi, Rakie Ayola",2020, ,6
2014553,Daniel Tiger's Neighborhood,26.0,"Animation, Family, Fantasy            ",7.4,918,    The adventures of the children of the characters of Fred Rogers' Neighborhood of Make-Believe.,"Addison Holley, Amariah Faulkner, Ted Dykstra, Heather Bambrick",2012, ,110
2087571,The New Normal,30.0,"Comedy, Romance            ",6.9,10888,    A single mother's life after she accepts the offer to be a surrogate mother for a gay couple.,"Justin Bartha, Andrew Rannells, Georgia King, Bebe Wood",2012,2013,22
1140100,Chowder,11.0,"Animation, Short, Adventure            ",7.3,11654,"    In Marzipan City, the young, excitable food-loving Chowder is the apprentice of Mung Daal, a very old chef who runs a catering company with his wife, Truffles and assistant, Shnitzel.","Nicky Jones, Dwight Schultz, John DiMaggio, Tara Strong",2007,2010,65
5034326,Adam Ruins Everything,30.0,"Animation, Comedy, History            ",8.0,6209,"    Iconoclastic Adam Conover from CollegeHumor turns life as we know it on its ear by showing us how unnecessary, and sometimes horrible, things we think we know to be real and true really are.","Adam Conover, Adam Lustick, Emily Axford, Amos Vernon",2015, ,65
4160920,Richie Rich,22.0,Comedy            ,3.2,817,"    Richie Rich is just a normal kid, except he has a trillion dollars. Following his overnight success, he moves his father and his sister into his newly built mansion. He also shares his success with his two best friends, Darcy and Murray.","Jake Brennan, Lauren Taylor, Joshua Carlon, Jenna Ortega",2015,,21
0318252,The Twilight Zone,43.0,"Drama, Fantasy, Horror            ",7.3,5461,"    This second revival of The Twilight Zone (1959) presents tales of suspense, fantasy, science fiction and horror.","Forest Whitaker, June B. Wilde, Chris Shields, Tangi Miller",2002,2003,43
8679236,Who Is America?,30.0,Comedy            ,8.3,17005,    Sacha Baron Cohen offers his take on America's patriotism.,"Sacha Baron Cohen, Roy Elghanayan, Emanuela Postacchini, Alfred Pierce",2018,,7
12938472,The American Barbecue Showdown,,Reality-TV            ,7.2,740,    Food competition that follows the country's best backyard smokers and competitive barbecuers as they compete for the title of American Barbecue Champion.,"Kevin Bludso, Melissa Cookston, Lyric Lewis, Rutledge Wood",2020, ,8
1571313,Pair of Kings,22.0,"Comedy, Family, Fantasy            ",5.7,3400,    Teenage twins from Chicago discover they are heirs to the throne of an island nation.,"Ryan Ochoa, Kelsey Asbille, Larramie Doc Shaw, Geno Segers",2010,2013,69
7252812,90 Day Fiancé: Before the 90 Days,42.0,"Documentary, Reality-TV            ",6.7,660,"    Couples who have applied for or received a K-1 visa ""available uniquely to foreign fiancés of U.S. citizens"", have ninety days to arrange for and have the marriage ceremony. The visa is not to give time ""to decide IF"" they will marry.","Darcey Silva, Angela Deem, Jesse Meester, Paul Staehle",2017, ,59
4947608,One Mississippi,26.0,"Comedy, Drama            ",7.3,3273,"    This semi-autobiographical dark comedy starring Tig Notaro follows her as she returns to her hometown after the sudden death of her mother. Still reeling from her own declining health ...                See full summary »
","Tig Notaro, John Rothman, Noah Harpster, Stephanie Allynne",2015,2017,12
1850458,Whitney,30.0,Comedy            ,5.7,12442,"    A girl, a guy, and their friends are twenty-somethings living in Chicago.","Whitney Cummings, Chris D'Elia, Rhea Seehorn, Zoe Lister-Jones",2011,2013,38
5863126,Last Chance U,55.0,"Documentary, Sport            ",8.5,5979,"    Intense look inside the world of junior college football, chronicling the stories of players and coaches in the classroom and on the field.","Ron Ollie, John III Franklin, Buddy Stephens, Brittany Wagner",2016,2020,40
8005374,Explained,18.0,Documentary            ,8.1,6830,    A documentary series that looks to explore the big questions of today.,"Estelle Caswell, Maria Bello, Kristen Bell, Rachel Bloom",2018, ,30
6264782,Mickey and the Roadster Racers,21.0,"Animation, Short, Adventure            ",6.2,422,"    Mickey Mouse and his pals Minnie, Pluto, Goofy, Daisy, and Donald take their unique transforming vehicles on humorous high-spirited races around the globe as well as hometown capers in Hot Dog Hills.","Nika Futterman, Bret Iwan, Tress MacNeille, Bill Farmer",2017, ,84
4176370,Guardians of the Galaxy,22.0,"Animation, Action, Adventure            ",7.4,2666,    The adventures of a band of space warriors who work to protect the universe from the evil overlord Thanos.,"Kevin Michael Richardson, Vanessa Marshall, David Sobolov, Will Friedle",2015,2019,79
6905458,The Shivering Truth,11.0,"Animation, Comedy, Fantasy            ",8.0,1329,"    The Shivering Truth is a miniature propulsive omnibus clusterbomb of painfully riotous daymares all dripping with the orange goo of dream logic. A series of loosely linked emotional ...                See full summary »
","Vernon Chatman, Janeane Garofalo, Zadie, Rachel Butera",2018, ,13
8777690,Crossing Swords,,"Animation, Comedy, Fantasy            ",6.6,898,    A good-hearted peasant dreaming of knighthood becomes a squire at the royal castle. But his dream job isn't everything he'd hoped it would be.,"Nicholas Hoult, Luke Evans, Adam Pally, Alanna Ubach",2020, ,11
0327375,Tremors,60.0,"Action, Adventure, Comedy            ",6.6,2569,    Small town notices weird deaths in the desert. There are giant worms under the sand. They can hear the location of people through the vibration of their movement. Finally they blow them up with dynamite.,"Victor Browne, Gladise Jiminez, Marcia Strassman, Lela Lee",2003,,13
3027156,Street Outlaws,60.0,Reality-TV            ,6.6,959,    An inside look into the world of American street racing,"Kye Kelley, Travis Santa Cruz, Bobby Decote, Scott Taylor",2013, ,186
