IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes,Seasons,Distributor,Genres,Story
8892926,Reef Break,60.0,"Crime, Drama            ",6.0,1707,"    A crime drama featuring main character Cat Chambers, a thief-turned-fixer for the governor of a stunning and seductive Pacific Island paradise. Impulsive, reckless and irresistible, Cat's ...                See full summary »
","Poppy Montgomery, Ray Stevenson, Desmond Chiam, Melissa Bonne",2019,,13,1,American Broadcasting Company,None,"A crime drama featuring main character Cat Chambers, a thief-turned-fixer for the governor of a stunning and seductive Pacific Island paradise. Impulsive, reckless and irresistible, Cat's less-than-perfect past gives her an instinctive gift for understanding crime and criminals as she becomes enmeshed in fast-paced, high octane adventures and island intrigue. Cat's reappearance also makes waves for old friends, enemies and lovers, including an FBI agent ex-husband, her imprisoned crime boss and a police detective lover who is in over his head. Each episode will be a character-driven cocktail of crime, surf, sex and sunshine, and for Cat, the lines between work and play have never been blurrier."
1582459,The Event,43.0,"Crime, Drama, Mystery            ",7.0,25450,"    When a man goes looking for his missing girlfriend, he stumbles upon a government conspiracy that is bigger than the president himself.","Jason Ritter, Sarah Roemer, Ian Anthony Dale, Zeljko Ivanek",2010,2011,22,1,National Broadcasting Company,"Crime ,Drama ,Mystery ,Sci-Fi ,Thriller","Jason Ritter stars as Sean Walker, a regular guy who launches an investigation into the disappearance of his fiancee. What he doesn't realize is that his probe begins to expose the biggest cover-up in American history. Walker's actions affect a number of strangers, including the newly elected president (Blair Underwood), and the global conspiracy he's uncovered could change the fate of mankind."
8002604,Camping,30.0,Comedy            ,4.9,2534,"    A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'.","Jennifer Garner, David Tennant, Juliette Lewis, Chris Sullivan",2018,,8,1,Home Box Office,Comedy,"A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'."
1439741,Human Target,60.0,"Action, Adventure, Crime            ",7.8,17272,    A unique bodyguard protects his clients by secretly infiltrating their lives in order to draw out and eliminate threats.,"Mark Valley, Chi McBride, Jackie Earle Haley, Indira Varma",2010,2011,25,2,Fox Network,"Action ,Adventure ,Crime ,Drama ,Thriller","Christopher Chance is a highly discreet problem solver, specializing in desperate causes. He works with retired police detective Winston, who acts mainly as back-office, and Guerrero, a scary computer wizard and former gangster. Christopher is, and needs to be, a fearless unbeatable commando as well as handy and clever as MacGyver, assuming all kinds of identities, from bodyguard to monk and from lawyer to sports professional."
8005176,The Feed,,"Drama, Sci-Fi            ",6.3,1502,    A man's invention of a brain implant that allows people to share thoughts and emotions gets into the wrong hands.,"Guy Burnet, David Thewlis, Shaquille Ali-Yebuah, Michelle Fairley",2019, ,10,1,Amazon Prime Video,"Drama ,Sci-Fi",A man's invention of a brain implant that allows people to share thoughts and emotions gets into the wrong hands.
0460665,Night Stalker,60.0,"Crime, Drama, Fantasy            ",6.4,1352,"    Investigative reporter Carl Kolchak, who's after his wife's killer, teams up with Perri Reed, Jain McManus, and their boss Tony Vincenzo to investigate strange crimes in Los Angeles that may contain dark supernatural elements.","Stuart Townsend, Gabrielle Union, Eric Jungmann, Cotter Smith",2005,2006,10,1,American Broadcasting Company,"Crime ,Drama ,Fantasy ,Horror ,Mystery ,Sci-Fi ,Thriller","Investigative reporter Carl Kolchak, who's after his wife's killer, teams up with Perri Reed, Jain McManus, and their boss Tony Vincenzo to investigate strange crimes in Los Angeles that may contain dark supernatural elements."
2345481,Being Mary Jane,60.0,"Drama, Romance, Thriller            ",7.5,3596,"    The life of a young black woman, her work, her family, and the popular talk show which she hosts.","Gabrielle Union, Lisa Vidal, Raven Goodwin, Margaret Avery",2013, ,52,5,Black Entertainment Television,"Drama ,Romance ,Thriller","The life of a young black woman, her work, her family, and the popular talk show which she hosts."
2378794,Hello Ladies,29.0,Comedy            ,7.4,11581,    A gawky Englishman comes to Los Angeles to find the woman of his dreams.,"Stephen Merchant, Christine Woods, Nate Torrence, Kevin Weisman",2013,2014,9,2,Home Box Office,Comedy,A gawky Englishman comes to Los Angeles to find the woman of his dreams.
1497563,Hoarders,44.0,Documentary            ,6.4,2418,    Follows different people on their hoarding issues.,"Matt Paxton, Robin Zasio, Dorothy Breininger, Cory Chalmers",2009, ,129,11,A+E Networks,Documentary,Follows different people on their hoarding issues.
2805574,Mad Dogs,56.0,"Comedy, Crime, Drama            ",7.5,7821,"    A group of guys travel to Belize to see an old friend, when things take an unexpectedly dark turn.","Ben Chaplin, Michael Imperioli, Romany Malco, Steve Zahn",2015,2016,10,1,Amazon Studios,"Comedy ,Crime ,Drama","When a group of underachieving 40-something friends gather in Belize to celebrate the early retirement of an old friend, a series of wild, comedic events unfold, exposing dark secrets and a web of lies, deception and murder."
0155425,Black Scorpion,,"Action, Crime, Drama            ",6.2,413,"    The City of Angels is falling apart, and crime pervades the city to the core. The mayor is corrupt, the police are inept, the city needs a figure to take control of the situation. Then in ...                See full summary »
","Michelle Lintel, Scott Valentine, BT, Enya Flack",2001,,22,1,The Sci-Fi Channel,"Action ,Crime ,Drama ,Sci-Fi ,Thriller","The City of Angels is falling apart, and crime pervades the city to the core. The mayor is corrupt, the police are inept, the city needs a figure to take control of the situation. Then in the light of day Darcy Walker is a cop, but in the dark of night she becomes the Black Scorpion. She does with a mask what she can't do with a badge. This is vigilante justice, old school style."
1765510,R.L. Stine's The Haunting Hour,23.0,"Action, Adventure, Drama            ",7.9,2146,"R.L. Stine leads young viewers on a creepy tour of tales featuring life-sized dolls, werewolves, and carnival clowns that are stalking children.","Jeny Cassady, Dan Payne, Brendan Meyer, Emma Grabinsky",2010,2014,76,4,Hub Television Network,"Action ,Adventure ,Drama ,Family ,Fantasy ,Horror ,Sci-Fi ,Thriller","""R.L. Stine's The Haunting Hour"" is an anthology series aimed at kids and teens, and inspired by the stories of horror master R.L. Stine. Each thirty minute episode is a tale of horror and suspense, invariably involving a supernatural element. Disdaining gore and overt violence, the episodes rely on sharp story telling and imaginative cinematic techniques to evoke chills, thrills and scares."
3521854,Power Rangers Dino Charge,21.0,"Action, Adventure, Family            ",6.5,1103,"    On prehistoric Earth, an alien entrusted powerful Energems to 10 dinosaurs, but when the dinosaurs went extinct, the Energems were lost. Now an intergalactic bounty hunter is determined to ...                See full summary »
","Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber",2015,2016,44,2,MarVista Entertainment,"Action ,Adventure ,Family ,Fantasy ,Sci-Fi","On prehistoric Earth, an alien entrusted powerful Energems to 10 dinosaurs, but when the dinosaurs went extinct, the Energems were lost. Now an intergalactic bounty hunter is determined to reclaim the Energems and destroy our planet. A new team of Power Rangers must find the lost Energems and use their Dino Chargers to power up an arsenal of dino-fueled battle gear, Zords and Megazords to save the world. Will the Power Rangers be able to save our planet?"
5467814,Haters Back Off!,30.0,"Comedy, Drama, Family            ",6.0,6783,"    The odd ball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.","Colleen Ballinger, Angela Kinsey, Francesca Reale, Erik Stocklin",2016,2017,16,2,Netflix,"Comedy ,Drama ,Family ,Romance","We finally catch a glimpse of the home life of Miranda Sings, an untalented vocalist who has yet to be convinced that she is not a celebrity. Her mother, her uncle, and her best friend are finally revealed in this Netflix original comedy. Derived from the mind of Internet star Colleen Ballinger, Haters Back Off Is the most highly anticipated Netflix show of the year for all of her ""Mirfandas."""
3530726,The Astronaut Wives Club,42.0,Drama            ,7.3,2987,"    Based on Lily Koppel's best-selling titular novel, which tells the real story of the women who stood beside some of the biggest heroes in American history during the height of the space race.","JoAnna Garcia Swisher, Yvonne Strahovski, Dominique McElligott, Odette Annable",2015,,10,1,American Broadcasting Company,Drama,"Based on Lily Koppel's best-selling titular novel, which tells the real story of the women who stood beside some of the biggest heroes in American history during the height of the space race."
5439480,Milo Murphy's Law,12.0,"Animation, Short, Action            ",7.6,1933,"    An animated comedy adventure series that follows 13-year-old Milo Murphy, the fictional great-great-great-great grandson of the Murphy's Law namesake. Additionally, Dakota and Cavendish come from the future to prevent pistachio extinction.","'Weird Al' Yankovic, Sabrina Carpenter, Mekai Curtis, Dan Povenmire",2016,2019,40,2,Disney XD,"Animation ,Short ,Action ,Adventure ,Comedy ,Family ,Fantasy","An animated comedy adventure series that follows 13-year-old Milo Murphy, the fictional great-great-great-great grandson of the Murphy's Law namesake. Milo is the personification of Murphy's Law, where anything that can go wrong, will go wrong; but he is prepared for every possibility, armed with knowledge, a backpack full of supplies and his fearless friends, Melissa and Zack. Together, with an endless sense of optimism and enthusiasm, the trio turn any catastrophe into an adventure and often ruin Dakota and Cavendish's attempts to salvage pistachios along the way."
